patent_id,patent_type,patent_date,patent_title,year
10000401,utility,2018-06-19,Produced water evaporation system,2018
10000402,utility,2018-06-19,Producing algal biomass and products from organic solid material,2018
10000403,utility,2018-06-19,"Organic-waste-processing apparatus, processing method, and control apparatus",2018
10000404,utility,2018-06-19,Glass manufacturing method using electric melting,2018
10000405,utility,2018-06-19,Stelvin/cork glass wine bottles,2018
10000407,utility,2018-06-19,Vacuum plate and method for manufacturing the same,2018
10000408,utility,2018-06-19,"Method for heating glass sheet, and glass tempering furnace",2018
10000409,utility,2018-06-19,Alkali-doped and alkali-free boroaluminosilicate glass,2018
10000410,utility,2018-06-19,Fast ion exchangeable glasses with high indentation threshold,2018
10000411,utility,2018-06-19,Insulating glass unit transparent conductivity and low emissivity coating technology,2018
10000412,utility,2018-06-19,Heat treatable coated glass pane,2018
10000413,utility,2018-06-19,Carbon-enhanced cement clinker,2018
10000414,utility,2018-06-19,Accelerated drying concrete compositions and methods of manufacturing thereof,2018
10000415,utility,2018-06-19,Insulating monolithic refractory material,2018
10000416,utility,2018-06-19,Lightweight gypsum products having enhanced water resistance,2018
10000417,utility,2018-06-19,"Fused cast refractory material based on aluminium oxide, zirconium dioxide and silicon dioxide, and use of such a material",2018
10000418,utility,2018-06-19,"Refractory product, use of zirconium dioxide, zirconium dioxide, method for manufacturing a refractory product and a refractory product manufactured therewith",2018
10000419,utility,2018-06-19,Compositions and methods associated with intercalating and exfoliating a sample,2018
10000420,utility,2018-06-19,Ceramic material and cutting tools made thereof,2018
10000421,utility,2018-06-19,Method of forming ceramic material containing aluminum particles,2018
10000422,utility,2018-06-19,Ceramic to ceramic joining method,2018
10000423,utility,2018-06-19,Direct metal bonding on carbon-covered ceramic contact projections of a ceramic carrier,2018
10000424,utility,2018-06-19,Fast firing method for ceramics,2018
10000425,utility,2018-06-19,Systems and methods for carbon structures incorporating silicon carbide whiskers,2018
10000426,utility,2018-06-19,Marking coating,2018
10000427,utility,2018-06-19,Phosphate solubilizing rhizobacteria bacillus firmus as biofertilizer to increase canola yield,2018
10000428,utility,2018-06-19,Method of processing organic waste,2018
10000429,utility,2018-06-19,Method and apparatus for operating a composter device,2018
10000430,utility,2018-06-19,Process for separating propylene mixed with propane by adsorption in a simulated moving bed,2018
10000431,utility,2018-06-19,"Process for the production of 1-chloro-3,3,3-trifluoropropene (HCFO-1233zd)",2018
10000432,utility,2018-06-19,Processes for the synthesis of chiral 1-alkanols,2018
10000433,utility,2018-06-19,Bisphenols and high-performance resins from terpenes,2018
10000435,utility,2018-06-19,Energy and environmentally integrated method for production of aromatic dicarboxylic acids by oxidation,2018
10000436,utility,2018-06-19,Method for preparing organic vapor-phase dehydration feedstock,2018
10000437,utility,2018-06-19,Nitrogen containing surfactants with alkoxylation on the hydroxyl group of fatty chains,2018
10000438,utility,2018-06-19,Small molecule inhibitors of TRPA1,2018
10000439,utility,2018-06-19,Process for producing alkyl acrylate,2018
10000440,utility,2018-06-19,Influencing the viscosity of N-butene-based ester mixtures by controlled use of ethene in the preparation of the ester precursors,2018
10000442,utility,2018-06-19,Certain metathesized natural oil triacylglycerol polyols for use in polyurethane applications and their related properties,2018
10000443,utility,2018-06-19,Compositions and methods for glucose transport inhibition,2018
10000444,utility,2018-06-19,Fluorine-containing ether monocarboxylic acid aminoalkyl ester and a method for producing the same,2018
10000445,utility,2018-06-19,Stable crystal modifications of DOTAP chloride,2018
10000446,utility,2018-06-19,Amino photo-reactive binder,2018
10000447,utility,2018-06-19,Compounds for targeting drug delivery and enhancing siRNA activity,2018
10000448,utility,2018-06-19,"Catalysts, methods, and systems for preparing carbamates",2018
10000449,utility,2018-06-19,Bisarylsulfonamides useful in the treatment of inflammation and cancer,2018
10000450,utility,2018-06-19,"N,N-substituted 3-aminopyrrolidine compounds useful as monoamines reuptake inhibitors",2018
10000451,utility,2018-06-19,MAP4K4 (HGK) inhibitors,2018
10000452,utility,2018-06-19,"Quinolone-based compounds, formulations, and uses thereof",2018
10000453,utility,2018-06-19,Chelation directed C—H activation reactions catalyzed by solid-supported palladium(II) catalysts,2018
10000454,utility,2018-06-19,Antidiabetic tricyclic compounds,2018
10000455,utility,2018-06-19,"Method for treating diseases associated with oxidative stress or endothelial dysfunction using substituted 1-pyrrolidinyloxy, 1-piperidinyloxy and 1-azepanyloxy compounds",2018
10000456,utility,2018-06-19,Polycyclic compounds as lysophosphatidic acid receptor antagonists,2018
10000457,utility,2018-06-19,Process for preparing imidazolium based ionic liquids with di-polymerized oxirane base,2018
10000458,utility,2018-06-19,"Production method of 1, 2, 4-triazole compound",2018
10000459,utility,2018-06-19,Heterocyclic compounds useful in the treatment of disease,2018
10000460,utility,2018-06-19,Chelate-controlled diastereoselective hydrogenation with heterogeneous catalyst,2018
10000461,utility,2018-06-19,Polycyclocarbonate compounds and polymers formed therefrom,2018
10000462,utility,2018-06-19,Optoelectronic material and organic optoelectronic device and image sensor,2018
10000463,utility,2018-06-19,Halogen-substituted heterocyclic compound,2018
10000464,utility,2018-06-19,"Process for preparing 3-[(4S)-8-bromo-1-methyl-6-(2-pyridinyl)-4H-imidazo[1,2-A][1,4]benzodiazepine-4-yl]propionic acid methyl ester or the benzene sulfonate salt thereof, and compounds useful in that process",2018
10000465,utility,2018-06-19,Antifungal compound process,2018
10000466,utility,2018-06-19,"Substituted 4,5,6,7-tetrahydropyrazolo[3,4-c]pyridines as factor XIa inhibitors",2018
10000467,utility,2018-06-19,Cyanine compounds,2018
10000468,utility,2018-06-19,Pyrazines as modulators of GPR6,2018
10000469,utility,2018-06-19,Heat shock protein 70 (hsp-70) receptor ligands,2018
10000470,utility,2018-06-19,Method for preparing nilotinib,2018
10000471,utility,2018-06-19,Pyrazole P38 map kinase inhibitors,2018
10000472,utility,2018-06-19,Photochromic compounds,2018
10000473,utility,2018-06-19,Indazole derivatives useful as glucagon receptor antagonists,2018
10000474,utility,2018-06-19,Histone deacetylase inhibitors and uses thereof,2018
10000475,utility,2018-06-19,Triazine carboxamides as sodium channel blockers,2018
10000476,utility,2018-06-19,"Pyridone derivative, pharmaceutical containing the same and methods of use thereof",2018
10000477,utility,2018-06-19,Dopamine D3 receptor antagonist compounds,2018
10000478,utility,2018-06-19,Pyrazol-3-ones that activate pro-apoptotic BAX,2018
10000479,utility,2018-06-19,Compounds and their methods of use,2018
10000480,utility,2018-06-19,"Amide-substituted heterocyclic compounds useful as modulators of IL-12, IL-23 and/or IFN alpha responses",2018
10000481,utility,2018-06-19,"1H-pyrrolo[2,3-B] pyridine derivatives and their use as kinase inhibitors",2018
10000482,utility,2018-06-19,Kinase inhibitors,2018
10000483,utility,2018-06-19,Bone marrow on X chromosome kinase (BMX) inhibitors and uses thereof,2018
10000484,utility,2018-06-19,Inhibitors of the renal outer medullary potassim channel,2018
10000486,utility,2018-06-19,Antiviral drugs for treatment of arenavirus infection,2018
10000487,utility,2018-06-19,Heterocyclic compounds that inhibit the kinase activity of Mnk useful for treating various cancers,2018
10000488,utility,2018-06-19,Heterocyclic compound,2018
10000489,utility,2018-06-19,Compounds αvβ6 integrin antagonists,2018
10000490,utility,2018-06-19,Inhibitors of the fibroblast growth factor receptor,2018
10000491,utility,2018-06-19,Process for producing diazabicyclooctane derivative and intermediate thereof,2018
10000492,utility,2018-06-19,Process for producing diazabicyclooctane derivative,2018
10000493,utility,2018-06-19,"Process and intermediates for the synthesis of 8-[{1-(3,5-bis-(trifluoromethyl)phenyl)-ethoxy}-methyl]-8-phenyl-1,7-diaza-spiro[4.5]decan-2-one compounds",2018
10000494,utility,2018-06-19,Small-molecule Hsp90 inhibitors,2018
10000495,utility,2018-06-19,Pyrrolotriazinones and imidazotriazinones as ubiquitin-specific protease 7 inhibitors,2018
10000496,utility,2018-06-19,Compositions useful for treating disorders related to kit and PDGFR,2018
10000497,utility,2018-06-19,Fused bicyclic heteroaromatic derivatives as kinase inhibitors,2018
10000498,utility,2018-06-19,"Selective proton coupled folate transporter and folate receptor, and GARFTase inhibitor compounds and methods of using the same",2018
10000499,utility,2018-06-19,Methyl diazepane orexin receptor antagonists,2018
10000500,utility,2018-06-19,Coelenterazine analogues,2018
10000501,utility,2018-06-19,Inhibitors of HIF prolyl hydroxylase,2018
10000502,utility,2018-06-19,Substituted thiohydantoin derivatives as androgen receptor antagonists,2018
10000503,utility,2018-06-19,Power supply system and connector,2018
10000504,utility,2018-06-19,Pseudopolymorphic forms of a HIV protease inhibitor,2018
10000505,utility,2018-06-19,Anti-cancer agents and preparation thereof,2018
10000506,utility,2018-06-19,"Optically active 2-hydroxy tetrahydrothienopyridine derivatives, preparation method and use in manufacture of medicament thereof",2018
10000507,utility,2018-06-19,Furo- and thieno-pyridine carboxamide compounds useful as pim kinase inhibitors,2018
10000508,utility,2018-06-19,"Crystalline dimethyl 3-(benzyloxy)-1-(2,2-dimethoxyethyl)-4-oxo-1,4-dihydropyridine-2,5-dicarboxylate",2018
10000509,utility,2018-06-19,Broad spectrum beta-lactamase inhibitors,2018
10000510,utility,2018-06-19,Salt forms of ceftolozane,2018
10000511,utility,2018-06-19,"Small molecules for the modulation of MCL-1 and methods of modulating cell death, cell division, cell differentiation and methods of treating disorders",2018
